are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
0,More than 1000,0.0,1.0,Yes,0,1,1,1,Somewhat easy,,0.0,0.0,,1,0.0,,,,,,,,,0,,,,,,,,,,,,0.0,I would rather have our conversation and my qualifications be the focus of an interview.,0.0,I would rather have our conversation and my qualifications be the focus of an interview.,Maybe,"No, I don't think they would",Somewhat not open,"Yes, I observed",1.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,Rarely,Sometimes,32.0,male,United States,Minnesota,United States of America,Minnesota,Other,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.1271462449961833,-1.2723961393314065,0
0,More than 1000,1.0,,Yes,1,1,1,1,Very easy,0.0,0.0,,1.0,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",I don't know,None of them,1.0,,,,Maybe,Maybe,Somewhat open,No,,1,1.0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Attention Deficit Hyperactivity Disorder,1,Sometimes,Often,27.0,male,United States,Colorado,United States of America,Colorado,Other|DevOps/SysAdmin|Back-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.5020607894654472,2.106566054862171,2
0,100-500,1.0,,No,0,0,0,I don't know,I don't know,1.0,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always","Yes, all of them",Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1.0,If it affect my job performance they should know,,It is not treated with respect,"Yes, I think it would","Yes, I think they would",Very open,Maybe/Not sure,0.0,0,1.0,0.0,,,1,Stress Response Syndromes,1,Never,Rarely,33.0,male,Israel,,Israel,,Front-end Developer|Back-end Developer,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,1.1267190513980727,-0.8862201960919852,0
0,100-500,0.0,1.0,I don't know,I am not sure,0,0,I don't know,Somewhat difficult,,0.0,,1.0,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",I don't know,None of them,,This is a personal matter and I don't feel that I have to mention it if it does not impact my ability to work. ,0.0,Most of employers would refuse to hire me in my opinion. ,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,0.0,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,34.0,male,Japan,,Japan,,Supervisor/Team Lead|DevOps/SysAdmin|Front-end Developer|Back-end Developer,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-2.516649465568774,-0.11278639975403838,1
1,,,,,,,,,,,,,,,,0.0,I know some,"No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,1-25%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,0.0,Would lower chances of getting the job,0.0,would certainly mean no job,"Yes, I think it would","Yes, I think they would",Somewhat open,,,I don't know,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,38.0,female,India,,India,,Supervisor/Team Lead,Sometimes,female,True,False,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,35-45,1.48744453707452,0.18741696452950174,2
0,More than 1000,0.0,1.0,Yes,0,I don't know,I don't know,I don't know,I don't know,,,0.0,0.0,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),Some did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,0.0,Does not seem relevant or helpful to bring up in interview.,0.0,Does not seem beneficial to bring up in interview.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,35.0,male,United States,Illinois,United States of America,Illinois,Supervisor/Team Lead|Back-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.5660223282288783,-2.6391321398545093,1
0,26-100,1.0,,Yes,I am not sure,1,1,1,Neither easy nor difficult,,0.0,,1.0,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,0.0,Other than perhaps asking about benefits that I would need/want it's not really their business unless it impacts my daily work.,0.0,"I would not want to risk possible discrimination.  Even if it's illegal, it can bias opinions.",Maybe,Maybe,Somewhat open,No,,0,,0.0,,,0,,0,Not applicable to me,Not applicable to me,39.0,male,United States,Maryland,United States of America,Maryland,Other|Back-end Developer|Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.5782471874532877,-0.26328350084556196,1
0,More than 1000,0.0,1.0,Yes,I am not sure,0,1,1,Very easy,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",None of them,None of them,Some of my previous employers,"Yes, at all of my previous employers",Some did,None of them,0.0,It isn't something they should use to determine if I'm a good candidate for the job,0.0,It isn't a reason they should use to determine if I'm qualified for the job,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",0.0,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,35.0,male,United States,Minnesota,United States of America,Minnesota,Supervisor/Team Lead,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.4195531731907507,-0.5395916477024983,1
0,100-500,0.0,1.0,I don't know,0,0,I don't know,1,Somewhat easy,0.0,0.0,1.0,,0,0.0,,,,,,,,,1,I don't know,"No, I only became aware later",None did,None did,Sometimes,Some of them,Some of them,"No, at none of my previous employers",I don't know,None did,None of them,1.0,If my potential employer needs to know (that it may affect my work) I feel its best to be honest so they know what they are getting if I joined their company,0.0,Not everyone regards mental health as realistic; its kind of an enigma as to treatment options,Maybe,Maybe,Somewhat open,"Yes, I observed",,0,0.0,1.0,Post-traumatic Stress Disorder,,0,,0,Never,Rarely,34.0,male,United States,Utah,United States of America,Utah,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-1.7498863432499694,0.9563960121068565,1
1,,,,,,,,,,,,,,,,1.0,I know some,"No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,1-25%,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,If I thought it would impact my chances at getting a job wouldn't bring it up unless asked.,0.0,Would feel it would negatively impact my chances.  So only if it was asked.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,44.0,female,United States,Massachusetts,United States of America,Massachusetts,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead|Executive Leadership,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.9942047955725302,0.7637600955200906,2
0,500-1000,0.0,1.0,Yes,I am not sure,0,0,I don't know,Very easy,0.0,0.0,1.0,,0,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,,"It seems like it would influence decisionmaking, even subconsciously.",0.0,"I'm fairly certain that would influence decisionmaking. There are so many ways to get away with discriminating on that basis, they can just chalk it up to 'cultural fit'","No, I don't think it would","No, I don't think they would",Very open,No,,0,1.0,0.0,,,0,,1,Sometimes,Often,42.0,male,United States,Massachusetts,United States of America,Massachusetts,Supervisor/Team Lead,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-0.5702728732610401,1.1030135538894497,2
0,6-25,0.0,1.0,Yes,0,0,I don't know,I don't know,I don't know,,0.0,0.0,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,I feel physical injuries are more acceptable now.,0.0,I would be afraid that I would be looked-over.,"Yes, I think it would",Maybe,Somewhat not open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,30.0,male,United States,Florida,United States of America,Florida,Front-end Developer|Designer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.0185982537349125,-1.562427090654133,1
0,26-100,0.0,1.0,Yes,0,0,0,0,Somewhat difficult,1.0,0.0,,1.0,0,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,Physical stuff happens so there isn't a stigma attached to a physical health issue like there is with a mental health issue.,0.0,"Tech industry attitudes such as working long hours expected, peer arrogance, judgemental, etc. present a culture of intolerance, but over the past several years, I have noticed some improvement.  Plus, I'm more of a private person.",Maybe,Maybe,Very open,No,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder",0,,0,Not applicable to me,Sometimes,55.0,male,United States,Illinois,United States of America,Illinois,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,-0.8632998194080626,-0.7315785497248878,1
0,26-100,1.0,,No,1,0,0,I don't know,Somewhat easy,,0.0,0.0,,I don't know,0.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always","Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,0.0,would be afraid not to put the best foot forward,0.0,believe it would be an automatic red flag,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",1.0,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,attention deficit disorder (but not the hyperactive version),1,Sometimes,Sometimes,46.0,male,United States,California,United States of America,California,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,1.3415878563025707,-0.6410576084460353,0
0,100-500,0.0,1.0,Yes,1,0,0,1,Somewhat difficult,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",None of them,None of them,"No, at none of my previous employers",Some of my previous employers,Some did,Some of them,,fear of losing out,0.0,feel it would negetivly impact my canidacy,"Yes, I think it would","No, they do not",Very open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,33.0,male,United States,New Hampshire,United States of America,Massachusetts,DevOps/SysAdmin|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.097874859785198,2.4232223427808908,2
0,26-100,0.0,1.0,Yes,I am not sure,0,1,1,Neither easy nor difficult,,,1.0,1.0,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,1.0,My employer would need to be aware of any limitations that could reasonably affect my work performance,1.0,My employer should be aware of any issues that could reasonably affect my performance,Maybe,"No, I don't think they would",Neutral,"Yes, I experienced",1.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder|Substance Use Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder|Substance Use Disorder",1,Never,Sometimes,30.0,male,United States,Massachusetts,United States of America,Massachusetts,Supervisor/Team Lead|Support|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.8046116320229119,2.8789641636318244,2
0,26-100,1.0,,No,,0,0,I don't know,Very easy,0.0,0.0,1.0,1.0,0,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1.0,It is good to be open,1.0,It is good to be open,Maybe,Maybe,Somewhat open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,30.0,male,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,0.2913474138302993,3.876743211357463,2
0,More than 1000,1.0,,Yes,1,0,1,I don't know,I don't know,1.0,,0.0,0.0,I don't know,1.0,,,,,,,,,1,I don't know,I was aware of some,None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,Some of my previous employers,I don't know,Some of them,0.0,Discrimination and not hired,0.0,Discrimination and not hired,"Yes, it has",Maybe,Somewhat open,Maybe/Not sure,0.0,I don't know,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,1,Rarely,Often,31.0,female,United States,Massachusetts,United States of America,Massachusetts,Back-end Developer|Front-end Developer,Never,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.1811789609094256,-2.7534227597093275,0
0,More than 1000,1.0,,Yes,I am not sure,0,I don't know,1,Very easy,,0.0,,1.0,0,0.0,,,,,,,,,1,Some did,"No, I only became aware later",None did,Some did,"Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,,Shouldn't generally be relevant,,Shouldn't generally be relevant,Maybe,Maybe,Somewhat open,No,,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,38.0,male,Ireland,,Ireland,,DevOps/SysAdmin,Sometimes,male,False,True,False,False,Ireland,False,False,False,False,True,False,False,False,False,False,False,35-45,1.4519294325043481,1.5063337623171,2
0,100-500,1.0,,Yes,1,1,1,1,Somewhat difficult,1.0,0.0,1.0,1.0,0,0.0,,,,,,,,,0,,,,,,,,,,,,0.0,Fear it would disadvantage the result,0.0,Same as physical - would be seen as a negative,"No, I don't think it would","Yes, I think they would",Somewhat open,"Yes, I observed",1.0,1,0.0,0.0,,,0,,0,Never,Sometimes,30.0,female,United Kingdom,,United Kingdom,,Support|Back-end Developer,Sometimes,female,True,False,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-2.0113836109188425,-1.3308192990621894,1
0,500-1000,1.0,,Yes,1,1,1,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,1.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,0.0,Nobody's business but my own.,0.0,Nobody's business but my own.,"No, I don't think it would","No, I don't think they would",Very open,"Yes, I experienced",,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,32.0,male,United States,Utah,United States of America,Utah,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.6396015732191564,1.685630072545952,2
0,More than 1000,0.0,1.0,No,,0,0,I don't know,Neither easy nor difficult,1.0,0.0,0.0,0.0,I don't know,1.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,Some of them,0.0,Might prejudice hiring decision,0.0,Would definitely not be hired,"Yes, it has","Yes, I think they would",Somewhat open,"Yes, I observed",,I don't know,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,32.0,male,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Never,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,3.1992238624836413,-2.4176071236869667,0
0,26-100,1.0,,Yes,0,0,0,I don't know,Very difficult,,0.0,,,0,0.0,,,,,,,,,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,0.0,I don't feel like it is any of their business if it doesn't impact my ability to work.,,"As with physical issues, I don't feel like it is any of their business if it doesn't impact my ability to work.  However, mental health issues don't always confine themselves to certain areas of your life, and can spill over.  I feel like if I was in need of a job I would leave out mental issues because they could represent the tipping point between choosing me and another equally qualified candidate.","Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,0.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,47.0,male,United States,Utah,United States of America,Utah,Supervisor/Team Lead|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,1.6541362069228327,0.9919108374413089,2
